ID,FirstName,LastName,DKName,FDName
11249,Rick,Acton,Rick Acton,Rick Acton
11250,Mark,Aebli,Mark Aebli,Mark Aebli
11251,Norm,Becker,Norm Becker,Norm Becker
11252,Mark,Brewer,Mark Brewer,Mark Brewer
11254,Stuart,Burns,Stuart Burns,Stuart Burns
11255,Jim,Delish,Jim Delish,Jim Delish
11256,Cec,Ferguson,Cec Ferguson,Cec Ferguson
11257,Hank,Friede,Hank Friede,Hank Friede
11258,Jim,Galloway,Jim Galloway,Jim Galloway
11259,David,Gosiewski,David Gosiewski,David Gosiewski
11260,John,Grund,John Grund,John Grund
11261,Scott,Hazledine,Scott Hazledine,Scott Hazledine
11262,Steve,Heckel,Steve Heckel,Steve Heckel
11263,Mark,Housler,Mark Housler,Mark Housler
11264,Tony,Kaloustian,Tony Kaloustian,Tony Kaloustian
11266,Garth,McGimpsey,Garth McGimpsey,Garth McGimpsey
11267,Jack,McKelvey,Jack McKelvey,Jack McKelvey
11268,Scott,Oulds,Scott Oulds,Scott Oulds
11269,Robbie,Phillips,Robbie Phillips,Robbie Phillips
11270,Frank,Rector,Frank Rector,Frank Rector
11271,Ray,Richer,Ray Richer,Ray Richer
11272,William,Sakas,William Sakas,William Sakas
11273,Craig,Starkjohann,Craig Starkjohann,Craig Starkjohann
11274,John,Sunstrum,John Sunstrum,John Sunstrum
11275,Tom,Tatum,Tom Tatum,Tom Tatum
11276,Brett,West,Brett West,Brett West
11277,Bill,Whaley,Bill Whaley,Bill Whaley
11278,Grant,White,Grant White,Grant White
11279,Vince,Winsnes,Vince Winsnes,Vince Winsnes
11280,Haruhito,Yamamoto,Haruhito Yamamoto,Haruhito Yamamoto
11281,Steve,Anderson,Steve Anderson,Steve Anderson
11282,Howard,Atkinson,Howard Atkinson,Howard Atkinson
11283,Gene,Aube,Gene Aube,Gene Aube
11284,Hank,Baran,Hank Baran,Hank Baran
11286,Paul,Blanchard,Paul Blanchard,Paul Blanchard
11287,Gary,Boros,Gary Boros,Gary Boros
11288,Dan,Cameron,Dan Cameron,Dan Cameron
11289,Gary,Cooper,Gary Cooper,Gary Cooper
11290,Jon,Corliss,Jon Corliss,Jon Corliss
11291,Jimmy,Delancey,Jimmy Delancey,Jimmy Delancey
11292,Darrell,Dennis,Darrell Dennis,Darrell Dennis
11293,Mike,Downey,Mike Downey,Mike Downey
11294,David,Duschane,David Duschane,David Duschane
11295,Brad,Gillman,Brad Gillman,Brad Gillman
11296,Danny,Goodman,Danny Goodman,Danny Goodman
11297,Stu,Hamilton,Stu Hamilton,Stu Hamilton
11298,Ian,Harper,Ian Harper,Ian Harper
11299,Scott,Hazeldine,Scott Hazeldine,Scott Hazeldine
11301,Derick,James,Derick James,Derick James
11302,David,Jones,David Jones,David Jones
11303,Bob,Kohlhaas,Bob Kohlhaas,Bob Kohlhaas
11304,Alan,Kopplin,Alan Kopplin,Alan Kopplin
11305,Brian,Lehnhard,Brian Lehnhard,Brian Lehnhard
11306,Bob,Lewis Jr.,Bob Lewis Jr.,Bob Lewis Jr.
11307,Pete,Malphrus,Pete Malphrus,Pete Malphrus
11309,John,McGinnis,John McGinnis,John McGinnis
11310,Robert,McNiff,Robert McNiff,Robert McNiff
11311,Mike,Mealia,Mike Mealia,Mike Mealia
11312,Robert,Mulcahy,Robert Mulcahy,Robert Mulcahy
11313,Billy,Northcutt,Billy Northcutt,Billy Northcutt
11314,Vern,Novak,Vern Novak,Vern Novak
11315,Greg,Olson,Greg Olson,Greg Olson
11316,Russell,Orth,Russell Orth,Russell Orth
11317,Coleman,Plecker,Coleman Plecker,Coleman Plecker
11318,Michael,Podolak,Michael Podolak,Michael Podolak
11319,Louis,Redden,Louis Redden,Louis Redden
11320,Lanny,Sawchuck,Lanny Sawchuck,Lanny Sawchuck
11321,Bill,Sellers,Bill Sellers,Bill Sellers
11322,Jim,Smith,Jim Smith,Jim Smith
11323,Andy,Soley,Andy Soley,Andy Soley
11324,Randy,Sonnier,Randy Sonnier,Randy Sonnier
11325,Jim,Sorenson,Jim Sorenson,Jim Sorenson
11327,Tommy,Tominaga,Tommy Tominaga,Tommy Tominaga
11328,Tony,Valentine,Tony Valentine,Tony Valentine
11329,Doug,Warner,Doug Warner,Doug Warner
11330,Brad,Weaver,Brad Weaver,Brad Weaver
11331,Ron,Wells,Ron Wells,Ron Wells
11332,Todd,Anderson,Todd Anderson,Todd Anderson
11333,Ron,Baker,Ron Baker,Ron Baker
11334,Carl,Bielstein,Carl Bielstein,Carl Bielstein
11335,Brad,Brewer,Brad Brewer,Brad Brewer
11336,Doug,Brown,Doug Brown,Doug Brown
11337,John,Buczek,John Buczek,John Buczek
11338,Ed,Bugniazet,Ed Bugniazet,Ed Bugniazet
11339,Tom,Carlton,Tom Carlton,Tom Carlton
11340,Steve,Caulkins,Steve Caulkins,Steve Caulkins
11341,Rusty,Clark,Rusty Clark,Rusty Clark
11342,Reggie,Cusick,Reggie Cusick,Reggie Cusick
11343,Ralph,Deroy,Ralph Deroy,Ralph Deroy
11344,Mark,Diamond,Mark Diamond,Mark Diamond
11345,Rick,Dingus,Rick Dingus,Rick Dingus
11346,Seiji,Ebihara,Seiji Ebihara,Seiji Ebihara
11347,Richard,Eller,Richard Eller,Richard Eller
11348,Steve,Fink,Steve Fink,Steve Fink
11349,John,Finnin,John Finnin,John Finnin
11350,Gilles,Gagnon,Gilles Gagnon,Gilles Gagnon
11351,Fritz,Gambetta,Fritz Gambetta,Fritz Gambetta
11352,George,Graefe,George Graefe,George Graefe
11353,Charles,Hendley,Charles Hendley,Charles Hendley
11354,Dan,Horneg,Dan Horneg,Dan Horneg
11355,Jamie,Howell,Jamie Howell,Jamie Howell
11356,Steve,Hudson,Steve Hudson,Steve Hudson
11357,Jeff,Hunter,Jeff Hunter,Jeff Hunter
11358,Derek,James,Derek James,Derek James
11359,Greg,Jerolaman,Greg Jerolaman,Greg Jerolaman
11360,Bubba,Judy,Bubba Judy,Bubba Judy
11361,Tom,Kabler,Tom Kabler,Tom Kabler
11362,Paul,Kennedy,Paul Kennedy,Paul Kennedy
11363,Lon,Kinney,Lon Kinney,Lon Kinney
11364,Makoto,Komasaki,Makoto Komasaki,Makoto Komasaki
11365,Barry,Mahlberg,Barry Mahlberg,Barry Mahlberg
11366,Kakuji,Matsui,Kakuji Matsui,Kakuji Matsui
11367,Mark,McCann,Mark McCann,Mark McCann
11368,Tom,McQuilling,Tom McQuilling,Tom McQuilling
11369,Danny,Miller,Danny Miller,Danny Miller
11370,Ed,Muir,Ed Muir,Ed Muir
11371,Bill,Musto,Bill Musto,Bill Musto
11372,John,Nolan,John Nolan,John Nolan
11373,Robert,Norton,Robert Norton,Robert Norton
11374,John,Nowobilski,John Nowobilski,John Nowobilski
11375,Dan,O'Neill,Dan O'Neill,Dan O'Neill
11376,James,Overton,James Overton,James Overton
11377,Si Hwan,Park,Si Hwan Park,Si Hwan Park
11379,Russell,Pulley,Russell Pulley,Russell Pulley
11380,Ross,Randall,Ross Randall,Ross Randall
11382,Kosaku,Shimada,Kosaku Shimada,Kosaku Shimada
11383,Bruce,Slattery,Bruce Slattery,Bruce Slattery
11384,Bob,Smith,Bob Smith,Bob Smith
11385,Randy,Smith,Randy Smith,Randy Smith
11386,Ronald,Stelten,Ronald Stelten,Ronald Stelten
11387,Bill,Swartz,Bill Swartz,Bill Swartz
11388,Ken,Synkelne,Ken Synkelne,Ken Synkelne
11389,Mitch,Thomas,Mitch Thomas,Mitch Thomas
11390,Chris,Townes,Chris Townes,Chris Townes
11391,Ken,Trowbridge,Ken Trowbridge,Ken Trowbridge
11392,Brad,Turner,Brad Turner,Brad Turner
11393,William,Van Orman,William Van Orman,William Van Orman
11395,Craig,Watson,Craig Watson,Craig Watson
11396,Chuck,Wemp,Chuck Wemp,Chuck Wemp
11397,Robert,Wenz,Robert Wenz,Robert Wenz
11398,Rick,Werner,Rick Werner,Rick Werner
11399,Tom,Wine,Tom Wine,Tom Wine
11400,John,Yancey,John Yancey,John Yancey
11401,Bob,Zellie,Bob Zellie,Bob Zellie
11402,Mark,Abeli,Mark Abeli,Mark Abeli
11403,Dave,Alvarez,Dave Alvarez,Dave Alvarez
11404,Jack,Archer,Jack Archer,Jack Archer
11405,Jeff,Baker,Jeff Baker,Jeff Baker
11406,Jack,Barger,Jack Barger,Jack Barger
11407,Bob,Bilbo,Bob Bilbo,Bob Bilbo
11408,Steve,Bogan,Steve Bogan,Steve Bogan
11409,Gary,Brown,Gary Brown,Gary Brown
11410,Mike,Chadwick,Mike Chadwick,Mike Chadwick
11411,Mark,Chapleski,Mark Chapleski,Mark Chapleski
11412,Cary,Corbitt,Cary Corbitt,Cary Corbitt
11413,Dan,Croonquist,Dan Croonquist,Dan Croonquist
11414,Thad,Daber,Thad Daber,Thad Daber
11415,John,Dahl,John Dahl,John Dahl
11416,Dave,Deverall,Dave Deverall,Dave Deverall
11417,Paul,Erbling,Paul Erbling,Paul Erbling
11418,Marc,Farry,Marc Farry,Marc Farry
11419,Jimmy,Formas,Jimmy Formas,Jimmy Formas
11420,Ken,Fulton,Ken Fulton,Ken Fulton
11421,Rod,Funseth,Rod Funseth,Rod Funseth
11422,Denny,Gallagher,Denny Gallagher,Denny Gallagher
11424,Bob,Guinnup,Bob Guinnup,Bob Guinnup
11425,Chris,Gutilla,Chris Gutilla,Chris Gutilla
11426,Beaver,Hall,Beaver Hall,Beaver Hall
11427,Bryan,Hargrove,Bryan Hargrove,Bryan Hargrove
11428,Joe,Hasbrouck,Joe Hasbrouck,Joe Hasbrouck
11429,Charles,Henley,Charles Henley,Charles Henley
11430,Kosaku,Hirano,Kosaku Hirano,Kosaku Hirano
11431,William,Hoffer,William Hoffer,William Hoffer
11432,Barry,Holt,Barry Holt,Barry Holt
11433,Skip,Holton,Skip Holton,Skip Holton
11434,Phil,Howard,Phil Howard,Phil Howard
11435,Rick,Hunter,Rick Hunter,Rick Hunter
11436,Rick,Karbowski,Rick Karbowski,Rick Karbowski
11437,Douglas,Lecuyer,Douglas Lecuyer,Douglas Lecuyer
11438,John,Lyons,John Lyons,John Lyons
11439,David,Martin,David Martin,David Martin
11440,Bill,Munguia,Bill Munguia,Bill Munguia
11441,Dan,Murphy,Dan Murphy,Dan Murphy
11442,Mike,Neece,Mike Neece,Mike Neece
11443,Michael,Nickell,Michael Nickell,Michael Nickell
11444,Terry,Olivarri,Terry Olivarri,Terry Olivarri
11445,Ted,Pease,Ted Pease,Ted Pease
11446,Paul,Perini,Paul Perini,Paul Perini
11447,Clifton,Pierce,Clifton Pierce,Clifton Pierce
11448,Doug,Pinns,Doug Pinns,Doug Pinns
11449,Kevin,Prentice,Kevin Prentice,Kevin Prentice
11450,Brad,Prichard,Brad Prichard,Brad Prichard
11451,Mark,Puskarich,Mark Puskarich,Mark Puskarich
11452,Kerry,Short,Kerry Short,Kerry Short
11453,Brooks,Simmons,Brooks Simmons,Brooks Simmons
11454,Paul,Simson,Paul Simson,Paul Simson
11455,Dave,Smith,Dave Smith,Dave Smith
11456,John,Spelman,John Spelman,John Spelman
11457,Tom,Spencer,Tom Spencer,Tom Spencer
11458,John,Stark,John Stark,John Stark
11459,Doug,Steffen,Doug Steffen,Doug Steffen
11460,Don,Timm,Don Timm,Don Timm
11462,Steve,Turner,Steve Turner,Steve Turner
11463,Al,Vaccarro,Al Vaccarro,Al Vaccarro
11464,Ray,Webb,Ray Webb,Ray Webb
11465,Mike,Welsh,Mike Welsh,Mike Welsh
11466,Chuck,Westergard,Chuck Westergard,Chuck Westergard
11467,Alan,White,Alan White,Alan White
11468,Stan,Wiel,Stan Wiel,Stan Wiel
11469,Gary,Wilkins,Gary Wilkins,Gary Wilkins
11470,Woody,Woodall,Woody Woodall,Woody Woodall
11471,Don,Allan,Don Allan,Don Allan
11472,Bruce,Ashworth,Bruce Ashworth,Bruce Ashworth
11473,Mike,Bodney,Mike Bodney,Mike Bodney
11474,Greg,Bolin,Greg Bolin,Greg Bolin
11475,Robert,Branham,Robert Branham,Robert Branham
11476,Per-Arne,Brostedt,Per-Arne Brostedt,Per-Arne Brostedt
11477,Bobby,Burch,Bobby Burch,Bobby Burch
11478,Dick,Burns,Dick Burns,Dick Burns
11479,Ted,Butler,Ted Butler,Ted Butler
11480,Ed,Byman,Ed Byman,Ed Byman
11481,Mel,Callender,Mel Callender,Mel Callender
11482,Mike,Caporale,Mike Caporale,Mike Caporale
11483,Mark,Carey,Mark Carey,Mark Carey
11484,Ray,Carrasco,Ray Carrasco,Ray Carrasco
11485,Randy,Cavanaugh,Randy Cavanaugh,Randy Cavanaugh
11486,Brian,Christie,Brian Christie,Brian Christie
11487,Carl,Comer,Carl Comer,Carl Comer
11489,John,Cregan,John Cregan,John Cregan
11490,Jeff,Darrah,Jeff Darrah,Jeff Darrah
11491,Tom,Dawson,Tom Dawson,Tom Dawson
11492,Jon,Dechambeau,Jon Dechambeau,Jon Dechambeau
11493,Kit,Dickinson,Kit Dickinson,Kit Dickinson
11494,Mark,Drury,Mark Drury,Mark Drury
11495,David,Dupre,David Dupre,David Dupre
11496,Frederick,Dupre,Frederick Dupre,Frederick Dupre
11498,Sam,Farlow,Sam Farlow,Sam Farlow
11499,Barry,Fleming,Barry Fleming,Barry Fleming
11500,Dave,Fowler,Dave Fowler,Dave Fowler
11501,Gene,Frank,Gene Frank,Gene Frank
11502,Rocky,Fryar,Rocky Fryar,Rocky Fryar
11503,Richard,Gilstad,Richard Gilstad,Richard Gilstad
11504,Don,Gliha,Don Gliha,Don Gliha
11505,Bob,Golightly,Bob Golightly,Bob Golightly
11506,Ray,Goodman,Ray Goodman,Ray Goodman
11507,Keith,Goyen,Keith Goyen,Keith Goyen
11508,Graham,Gunn,Graham Gunn,Graham Gunn
11509,Tom,Henderson,Tom Henderson,Tom Henderson
11510,Herb,Holzscheiter,Herb Holzscheiter,Herb Holzscheiter
11511,Rick,Hughes,Rick Hughes,Rick Hughes
11512,Jim,Hunsuck,Jim Hunsuck,Jim Hunsuck
11513,Denis,Husse,Denis Husse,Denis Husse
11514,Cecil,Ingram,Cecil Ingram,Cecil Ingram
11515,Dave,Jennings,Dave Jennings,Dave Jennings
11516,Jerry,Johnson,Jerry Johnson,Jerry Johnson
11517,Brad,Kay,Brad Kay,Brad Kay
11518,Steve,Kern,Steve Kern,Steve Kern
11519,Edward,Kilthau,Edward Kilthau,Edward Kilthau
11520,Clement,King,Clement King,Clement King
11521,Art,Kraft,Art Kraft,Art Kraft
11522,Mark,Lambert,Mark Lambert,Mark Lambert
11523,Bob,Lennon,Bob Lennon,Bob Lennon
11524,John,Lindner,John Lindner,John Lindner
11525,Jim,MacNak,Jim MacNak,Jim MacNak
11526,Don,Maddox,Don Maddox,Don Maddox
11527,Terry,McPartland,Terry McPartland,Terry McPartland
11528,Gerald,Minor,Gerald Minor,Gerald Minor
11529,Vaughn,Moise,Vaughn Moise,Vaughn Moise
11530,David,Muraskin,David Muraskin,David Muraskin
11531,Skip,Myers,Skip Myers,Skip Myers
11533,Will,Neel,Will Neel,Will Neel
11534,Pat,O'Donnell,Pat O'Donnell,Pat O'Donnell
11535,Robert,Panastuk,Robert Panastuk,Robert Panastuk
11536,Philippe,Ploujoux,Philippe Ploujoux,Philippe Ploujoux
11537,Kevin,Powers,Kevin Powers,Kevin Powers
11538,Kip,Puterbaugh,Kip Puterbaugh,Kip Puterbaugh
11539,Jim,Ragland,Jim Ragland,Jim Ragland
11540,Eric,Redd,Eric Redd,Eric Redd
11541,Mike,Reehl,Mike Reehl,Mike Reehl
11542,Sonny,Ridenhour,Sonny Ridenhour,Sonny Ridenhour
11543,Jonathan,Rinkevich,Jonathan Rinkevich,Jonathan Rinkevich
11544,Charlie,Roberts,Charlie Roberts,Charlie Roberts
11545,Tom,Robertson,Tom Robertson,Tom Robertson
11546,William,Rogers,William Rogers,William Rogers
11547,Alan,Rosensteel,Alan Rosensteel,Alan Rosensteel
11548,Mike,Scurria,Mike Scurria,Mike Scurria
11549,Toshiaki,Sekimizu,Toshiaki Sekimizu,Toshiaki Sekimizu
11550,Bill,Sellars,Bill Sellars,Bill Sellars
11551,Hsu,Sheng-San,Hsu Sheng-San,Hsu Sheng-San
11552,John,Sherman,John Sherman,John Sherman
11553,Kevin,Slater,Kevin Slater,Kevin Slater
11554,Terry,Small,Terry Small,Terry Small
11555,Steve,Smith,Steve Smith,Steve Smith
11556,Jack,Sommers,Jack Sommers,Jack Sommers
11558,Stan,Souza,Stan Souza,Stan Souza
11559,Rick,Spears,Rick Spears,Rick Spears
11560,James,St. Germain,James St. Germain,James St. Germain
11561,Brian,Staveley,Brian Staveley,Brian Staveley
11562,Dan,Strimple,Dan Strimple,Dan Strimple
11563,Kim,Swan,Kim Swan,Kim Swan
11564,Namio,Takasu,Namio Takasu,Namio Takasu
11565,Martin,Thompson,Martin Thompson,Martin Thompson
11566,David,Tolley,David Tolley,David Tolley
11568,Yves,Tremblay,Yves Tremblay,Yves Tremblay
11569,Denny,Tzivanis,Denny Tzivanis,Denny Tzivanis
11570,Tim,Van Tongeren,Tim Van Tongeren,Tim Van Tongeren
11572,Tim,Webster,Tim Webster,Tim Webster
11573,Billy,Williford,Billy Williford,Billy Williford
11575,Curtis,Worden,Curtis Worden,Curtis Worden
11576,John,Wright,John Wright,John Wright
11577,Akira,Yabe,Akira Yabe,Akira Yabe
11578,David,Zauchin,David Zauchin,David Zauchin
11579,Phil,Aldridge,Phil Aldridge,Phil Aldridge
11580,Scott,Anderson,Scott Anderson,Scott Anderson
11581,Burt,Baine,Burt Baine,Burt Baine
11582,Gary,Blake,Gary Blake,Gary Blake
11583,Chris,Blocker,Chris Blocker,Chris Blocker
11584,Chuck,Brewer,Chuck Brewer,Chuck Brewer
11585,Craig,Bunker,Craig Bunker,Craig Bunker
11586,Bob,Burton,Bob Burton,Bob Burton
11587,George,Cascino,George Cascino,George Cascino
11588,Billy,Clagett,Billy Clagett,Billy Clagett
11589,Randall,Couch,Randall Couch,Randall Couch
11590,Dick,Crosby,Dick Crosby,Dick Crosby
11591,Kenny,Diskin,Kenny Diskin,Kenny Diskin
11592,Jim,Duval,Jim Duval,Jim Duval
11593,Jim,Dwyer,Jim Dwyer,Jim Dwyer
11594,Scott,Erwin,Scott Erwin,Scott Erwin
11595,Jim,Fitzgerald,Jim Fitzgerald,Jim Fitzgerald
11596,Mike,Ford,Mike Ford,Mike Ford
11597,Chuck,Furbee,Chuck Furbee,Chuck Furbee
11598,Ron,Garcia,Ron Garcia,Ron Garcia
11599,Jerry,Garrison,Jerry Garrison,Jerry Garrison
11600,Verlyn,Giles,Verlyn Giles,Verlyn Giles
11601,Brad,Graff,Brad Graff,Brad Graff
11602,Mike,Gravley,Mike Gravley,Mike Gravley
11603,Chris,Hall,Chris Hall,Chris Hall
11604,John,Hall,John Hall,John Hall
11605,Lee,Harper,Lee Harper,Lee Harper
11606,Randy,Hartzell,Randy Hartzell,Randy Hartzell
11607,Val,Heim,Val Heim,Val Heim
11608,Russell,Helwig,Russell Helwig,Russell Helwig
11609,Steve,Henriksen,Steve Henriksen,Steve Henriksen
11610,Dave,Hicks,Dave Hicks,Dave Hicks
11612,Dean,Jones,Dean Jones,Dean Jones
11613,Darrell,Knicely,Darrell Knicely,Darrell Knicely
11614,Keith,Kollmeyer,Keith Kollmeyer,Keith Kollmeyer
11615,Jeffrey,Lange,Jeffrey Lange,Jeffrey Lange
11616,Terry,Lange,Terry Lange,Terry Lange
11617,Mark,Lawrence,Mark Lawrence,Mark Lawrence
11618,Brian,Lindley,Brian Lindley,Brian Lindley
11619,Rod,Loesch,Rod Loesch,Rod Loesch
11620,Bruce,MacDonald,Bruce MacDonald,Bruce MacDonald
11621,Charlie,MacK,Charlie MacK,Charlie MacK
11622,Eric,Meyers,Eric Meyers,Eric Meyers
11623,Mark,Mike,Mark Mike,Mark Mike
11624,Ronnie,Miller,Ronnie Miller,Ronnie Miller
11625,Ron,Millner,Ron Millner,Ron Millner
11626,Sal,Monte,Sal Monte,Sal Monte
11627,Tim,Moore,Tim Moore,Tim Moore
11628,Jon,Nichols,Jon Nichols,Jon Nichols
11629,Steve,Philbrook,Steve Philbrook,Steve Philbrook
11630,Richard,Poe,Richard Poe,Richard Poe
11631,Robert,Presley,Robert Presley,Robert Presley
11632,Rick,Rarick,Rick Rarick,Rick Rarick
11634,Jim,Rountree,Jim Rountree,Jim Rountree
11635,Arthur,Russell,Arthur Russell,Arthur Russell
11636,Steve,Sebastian,Steve Sebastian,Steve Sebastian
11637,Jim,Seeley,Jim Seeley,Jim Seeley
11638,Buddy,Shelton,Buddy Shelton,Buddy Shelton
11639,Mike,Stubblefield,Mike Stubblefield,Mike Stubblefield
11640,Hank,Stukart,Hank Stukart,Hank Stukart
11641,Joe,Vallo,Joe Vallo,Joe Vallo
11642,Jeff,Walser,Jeff Walser,Jeff Walser
11643,Steve,Weidner,Steve Weidner,Steve Weidner
11644,Geoffrey,Young,Geoffrey Young,Geoffrey Young
11645,Bill,Bakken,Bill Bakken,Bill Bakken
11647,Don,Bliss,Don Bliss,Don Bliss
11648,Kip,Byrne,Kip Byrne,Kip Byrne
11649,Ho Ming,Chung,Ho Ming Chung,Ho Ming Chung
11650,James,Clements,James Clements,James Clements
11651,Derrick,Cooper,Derrick Cooper,Derrick Cooper
11652,John,Cudd,John Cudd,John Cudd
11653,Paul,Curry,Paul Curry,Paul Curry
11654,Larry,Degenhart,Larry Degenhart,Larry Degenhart
11655,Gary,Domagalski,Gary Domagalski,Gary Domagalski
11656,Bill,Eissele,Bill Eissele,Bill Eissele
11657,Elwin,Fanning,Elwin Fanning,Elwin Fanning
11658,Dave,Haberle,Dave Haberle,Dave Haberle
11659,Claude,"Harmon, Jr.","Claude Harmon, Jr.","Claude Harmon, Jr."
11660,Ken,Harrelson,Ken Harrelson,Ken Harrelson
11662,Lu,Hsi-Chuen,Lu Hsi-Chuen,Lu Hsi-Chuen
11663,Michael,King,Michael King,Michael King
11666,Rick,Mertes,Rick Mertes,Rick Mertes
11667,C.P.,Moore,C.P. Moore,C.P. Moore
11668,Bob,Nieberding,Bob Nieberding,Bob Nieberding
11669,Ronnie,Parker,Ronnie Parker,Ronnie Parker
11670,Bill,Pelham,Bill Pelham,Bill Pelham
11672,Felipe,Renteria,Felipe Renteria,Felipe Renteria
11673,Michael,Schroder,Michael Schroder,Michael Schroder
11674,Jim,Sears,Jim Sears,Jim Sears
11676,"Art, Jr",Silvestrone,"Art, Jr Silvestrone","Art, Jr Silvestrone"
11677,Norio,Suzuki,Norio Suzuki,Norio Suzuki
11678,Peter,Teravainen,Peter Teravainen,Peter Teravainen
11679,Victor,Tortorici,Victor Tortorici,Victor Tortorici
11682,Tom,Ulozas,Tom Ulozas,Tom Ulozas
11683,Jim,Warner,Jim Warner,Jim Warner
11684,David,Zabell,David Zabell,David Zabell
11685,John,Zebroski,John Zebroski,John Zebroski
11686,Roy,Abrameit,Roy Abrameit,Roy Abrameit
11687,Mike,Andrijiszyn,Mike Andrijiszyn,Mike Andrijiszyn
11688,Jim,Arendt,Jim Arendt,Jim Arendt
11689,Ray,Arinno,Ray Arinno,Ray Arinno
11690,Bob,Augustine,Bob Augustine,Bob Augustine
11691,Mike,Balen,Mike Balen,Mike Balen
11692,Jim,Barker,Jim Barker,Jim Barker
11694,Don,Beatty,Don Beatty,Don Beatty
11695,John,Bland,John Bland,John Bland
11696,Sam,Brewer,Sam Brewer,Sam Brewer
11697,Jimmy,Burke,Jimmy Burke,Jimmy Burke
11698,Dick,Carmody,Dick Carmody,Dick Carmody
11699,Lee,Carter,Lee Carter,Lee Carter
11700,Chris,Clark,Chris Clark,Chris Clark
11701,Russell,Clark,Russell Clark,Russell Clark
11702,Chris,Cole,Chris Cole,Chris Cole
11703,Clayton,Cole,Clayton Cole,Clayton Cole
11704,Jack,Connelly,Jack Connelly,Jack Connelly
11705,Tom,Connell,Tom Connell,Tom Connell
11706,David,Corbin,David Corbin,David Corbin
11707,Cory,Crowell,Cory Crowell,Cory Crowell
11708,Mike,Daly,Mike Daly,Mike Daly
11709,Lee,Davis,Lee Davis,Lee Davis
11710,Mike,Diffenderfer,Mike Diffenderfer,Mike Diffenderfer
11711,Pete,Donnelly,Pete Donnelly,Pete Donnelly
11712,Steve,Driver,Steve Driver,Steve Driver
11713,Billy,Eastep,Billy Eastep,Billy Eastep
11714,Jimmy,Ellis,Jimmy Ellis,Jimmy Ellis
11715,Alan,Fadel,Alan Fadel,Alan Fadel
11716,Tony,Figueredo,Tony Figueredo,Tony Figueredo
11718,Ben,Freeman,Ben Freeman,Ben Freeman
11719,Greg,French,Greg French,Greg French
11720,Brian,Gaddy,Brian Gaddy,Brian Gaddy
11721,Louis,Garcia,Louis Garcia,Louis Garcia
11722,Stewart,Ginn,Stewart Ginn,Stewart Ginn
11723,Dennis,Goettel,Dennis Goettel,Dennis Goettel
11724,Jose,Gonzalez,Jose Gonzalez,Jose Gonzalez
11725,Johnny,Goodman,Johnny Goodman,Johnny Goodman
11726,David,Grandstaff,David Grandstaff,David Grandstaff
11727,Tom,Gray,Tom Gray,Tom Gray
11728,Craig,Griswold,Craig Griswold,Craig Griswold
11729,Fred,Haney,Fred Haney,Fred Haney
11730,Tom,Hanna,Tom Hanna,Tom Hanna
11732,Craig,Harmon,Craig Harmon,Craig Harmon
11733,Jim,Hart,Jim Hart,Jim Hart
11734,Dick,Hascom,Dick Hascom,Dick Hascom
11735,Terry,Hashimoto,Terry Hashimoto,Terry Hashimoto
11737,Kim,Heisler,Kim Heisler,Kim Heisler
11740,Tony,Hollifield,Tony Hollifield,Tony Hollifield
11741,John,Hopkins,John Hopkins,John Hopkins
11742,Al,Huestis,Al Huestis,Al Huestis
11743,Wayne,Huffines,Wayne Huffines,Wayne Huffines
11744,Mac,Hunter,Mac Hunter,Mac Hunter
11745,Bob,Iffler,Bob Iffler,Bob Iffler
11746,Jeff,Jerrell,Jeff Jerrell,Jeff Jerrell
11747,Ben,Kern,Ben Kern,Ben Kern
11748,Dave,Kerr,Dave Kerr,Dave Kerr
11749,Roger,Klatt,Roger Klatt,Roger Klatt
11750,Scott,Knapp,Scott Knapp,Scott Knapp
11751,Tom,Knox,Tom Knox,Tom Knox
11752,Charles,Kozak,Charles Kozak,Charles Kozak
11753,Joe,Kunes,Joe Kunes,Joe Kunes
11754,Masaji,Kusakabe,Masaji Kusakabe,Masaji Kusakabe
11756,Robert,Landham,Robert Landham,Robert Landham
11757,Gilles,Larochelle,Gilles Larochelle,Gilles Larochelle
11758,Richard,Lee,Richard Lee,Richard Lee
11759,Stan,Lee,Stan Lee,Stan Lee
11760,Perry,Leslie,Perry Leslie,Perry Leslie
11762,Lu,Liang-Huan,Lu Liang-Huan,Lu Liang-Huan
11763,Ken,Lindsay,Ken Lindsay,Ken Lindsay
11764,Scott,Little,Scott Little,Scott Little
11765,Bobby,Loy,Bobby Loy,Bobby Loy
11766,Hsi-Chuen,Lu,Hsi-Chuen Lu,Hsi-Chuen Lu
11767,Denny,Lyons,Denny Lyons,Denny Lyons
11768,David,Mabry,David Mabry,David Mabry
11769,Tracy,Makazaki,Tracy Makazaki,Tracy Makazaki
11770,Dave,Matthews,Dave Matthews,Dave Matthews
11772,Jack,McGown,Jack McGown,Jack McGown
11773,Jay,McGrath,Jay McGrath,Jay McGrath
11774,Ted,McKenzie,Ted McKenzie,Ted McKenzie
11775,Terry,Meacham,Terry Meacham,Terry Meacham
11776,Ozzie,Melendez,Ozzie Melendez,Ozzie Melendez
11777,Ed,Merrins,Ed Merrins,Ed Merrins
11778,Ron,Milanovich,Ron Milanovich,Ron Milanovich
11779,Florentino,Molina,Florentino Molina,Florentino Molina
11780,Chuck,Montalbano,Chuck Montalbano,Chuck Montalbano
